low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
low,Europe,low,medium,high,low,regular,good,summer,good,working
low,US,low,medium,medium,medium,regular,bad,fall,bad,working
NaN,US,high,high,medium,medium,increased,bad,spring,good,working
high,UK,low,medium,high,medium,regular,good,winter,good,NaN
low,Europe,low,low,low,medium,regular,good,NaN,good,NaN
low,Europe,low,medium,high,medium,regular,NaN,summer,good,working
low,Europe,low,low,medium,medium,regular,bad,summer,good,NaN
high,NaN,low,medium,medium,medium,regular,good,summer,good,weekend
high,Europe,low,low,medium,medium,regular,good,summer,good,holiday
high,US,low,NaN,medium,low,increased,bad,spring,bad,weekend
low,US,low,low,medium,NaN,regular,bad,winter,bad,working
low,Europe,low,high,low,medium,regular,bad,fall,bad,weekend
low,Europe,low,NaN,medium,low,regular,bad,spring,bad,working
low,Europe,low,low,low,low,NaN,good,fall,good,working
high,Europe,low,high,high,NaN,regular,good,summer,good,working
NaN,Europe,low,high,medium,low,regular,good,summer,good,working
high,Europe,low,low,low,medium,regular,good,fall,good,weekend
low,US,low,high,NaN,low,NaN,bad,winter,bad,working
low,Europe,low,NaN,low,low,regular,bad,spring,good,weekend
low,US,low,low,low,low,regular,good,spring,good,working
high,Europe,high,high,low,medium,increased,good,spring,bad,working
low,Europe,low,low,high,low,regular,bad,spring,bad,working
high,Europe,low,low,low,medium,regular,NaN,winter,bad,working
low,UK,low,low,low,low,regular,good,summer,NaN,weekend
high,UK,low,low,low,low,regular,good,spring,good,working
low,US,low,low,low,medium,regular,bad,NaN,bad,working
low,NaN,low,low,low,low,regular,bad,winter,bad,NaN
low,NaN,low,low,low,medium,regular,bad,winter,NaN,working
high,Europe,low,high,medium,medium,regular,NaN,summer,good,weekend
high,Europe,NaN,low,medium,medium,increased,good,summer,good,working
high,US,NaN,high,medium,medium,regular,good,NaN,good,weekend
NaN,Europe,low,low,low,medium,regular,good,winter,good,working
low,UK,low,low,medium,medium,regular,bad,winter,bad,weekend
high,Europe,low,medium,high,medium,regular,good,summer,good,working
NaN,UK,low,low,medium,low,regular,good,summer,good,working
high,Europe,low,medium,NaN,medium,regular,good,fall,good,working
low,Europe,low,medium,NaN,medium,regular,bad,spring,bad,weekend
low,Europe,NaN,low,low,medium,regular,good,fall,good,working
high,US,high,high,high,medium,regular,bad,winter,bad,weekend
low,NaN,low,low,low,medium,regular,bad,spring,bad,working
low,Europe,low,high,high,low,regular,bad,NaN,bad,working
high,US,low,low,low,low,regular,good,spring,good,working
NaN,US,low,high,high,medium,regular,NaN,summer,NaN,working
low,UK,low,medium,high,low,increased,bad,spring,bad,working
high,UK,low,medium,high,medium,regular,good,summer,good,working
low,UK,low,high,medium,low,regular,NaN,spring,good,working
low,Europe,low,low,low,medium,regular,bad,NaN,bad,working
low,US,low,medium,high,medium,regular,bad,fall,good,working
high,Europe,low,NaN,low,medium,regular,good,summer,good,working
low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
low,Europe,low,low,low,medium,regular,good,summer,good,working
high,Europe,low,low,low,low,regular,bad,winter,bad,weekend
low,Europe,low,low,medium,medium,regular,bad,spring,bad,working
low,US,low,low,low,medium,regular,bad,winter,bad,weekend
low,UK,high,low,low,medium,NaN,bad,spring,bad,working
high,UK,low,medium,medium,medium,regular,good,NaN,NaN,NaN
low,US,low,low,low,medium,regular,good,spring,good,working
low,Europe,low,low,low,low,regular,bad,spring,bad,weekend
low,Europe,low,low,medium,medium,regular,good,fall,good,working
low,US,low,high,low,low,regular,good,spring,good,weekend
low,US,low,low,low,medium,regular,bad,winter,bad,working
high,US,low,low,low,medium,regular,bad,spring,bad,working
low,UK,low,medium,medium,medium,regular,bad,spring,bad,working
low,Europe,low,low,low,low,NaN,bad,winter,bad,working
low,Europe,low,medium,medium,low,NaN,bad,winter,bad,working
high,Europe,NaN,medium,high,medium,regular,good,summer,good,weekend
high,Europe,low,low,medium,medium,regular,NaN,winter,NaN,working
high,US,high,high,medium,medium,regular,bad,spring,bad,working
high,Europe,low,NaN,high,medium,regular,good,fall,NaN,working
low,US,low,medium,high,low,regular,bad,winter,bad,working
high,US,low,NaN,low,medium,regular,good,winter,good,weekend
NaN,US,low,NaN,low,medium,regular,good,NaN,good,weekend
high,UK,low,low,low,medium,regular,NaN,summer,good,weekend
high,Europe,NaN,low,low,medium,regular,good,summer,good,working
low,Europe,low,low,medium,low,regular,bad,fall,bad,NaN
low,US,low,low,low,low,increased,good,fall,good,working
low,Europe,low,low,NaN,NaN,regular,bad,fall,bad,working
high,Europe,low,low,low,medium,regular,good,fall,good,working
NaN,US,low,low,low,medium,regular,good,NaN,bad,working
low,US,low,low,medium,medium,regular,good,winter,bad,NaN
high,Europe,low,medium,high,medium,regular,good,fall,good,working
high,Europe,NaN,medium,medium,medium,regular,bad,winter,bad,NaN
high,US,low,high,medium,medium,regular,good,summer,good,working
low,Europe,low,low,high,medium,regular,bad,summer,bad,working
high,Europe,low,low,NaN,low,regular,good,fall,good,holiday
low,UK,low,low,low,medium,regular,bad,spring,bad,working
high,UK,low,high,NaN,medium,regular,good,fall,bad,weekend
high,US,low,low,high,medium,regular,good,fall,bad,working
low,UK,low,high,medium,medium,regular,bad,winter,bad,working
high,Europe,high,low,low,medium,regular,bad,fall,good,weekend
low,Europe,low,low,low,low,regular,good,NaN,good,working
low,US,low,high,high,medium,NaN,bad,fall,bad,NaN
low,Europe,NaN,high,medium,medium,increased,bad,fall,good,holiday
low,Europe,low,medium,low,medium,regular,good,NaN,bad,weekend
high,US,high,low,low,low,regular,bad,spring,bad,weekend
low,Europe,low,medium,medium,low,regular,bad,fall,bad,working
NaN,Europe,low,low,medium,low,regular,good,spring,good,NaN
high,Europe,low,medium,medium,medium,regular,good,summer,good,weekend
high,NaN,NaN,medium,low,medium,regular,good,summer,good,working
low,Europe,low,medium,high,low,regular,bad,spring,NaN,NaN
low,US,low,low,low,medium,regular,bad,spring,bad,weekend
high,UK,NaN,medium,high,medium,regular,good,winter,good,working
high,Europe,low,low,low,low,regular,good,fall,good,working
low,Europe,low,medium,high,medium,regular,bad,summer,good,working
low,UK,low,low,low,low,increased,good,fall,bad,working
low,Europe,low,medium,high,medium,regular,bad,fall,good,working
high,US,high,low,low,low,regular,good,summer,good,weekend
low,Europe,low,low,low,low,regular,good,spring,good,working
high,UK,low,medium,medium,medium,regular,good,NaN,good,working
high,Europe,low,medium,high,low,regular,good,spring,good,NaN
high,US,low,high,medium,low,regular,good,winter,bad,working
high,UK,low,high,medium,low,regular,bad,spring,bad,working
high,Europe,high,medium,high,low,regular,bad,fall,good,weekend
low,Europe,low,low,low,medium,regular,bad,fall,bad,weekend
high,NaN,low,low,low,medium,regular,NaN,summer,good,weekend
high,Europe,high,high,high,medium,regular,good,winter,bad,weekend
low,NaN,low,low,high,medium,regular,bad,summer,good,working
low,US,low,medium,medium,NaN,regular,bad,fall,good,working
high,UK,low,low,low,medium,regular,NaN,fall,bad,weekend
high,US,low,low,medium,medium,regular,good,spring,good,weekend
low,UK,low,medium,low,medium,regular,bad,winter,bad,working
low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
high,Europe,low,high,medium,medium,regular,good,spring,bad,weekend
low,Europe,low,low,low,medium,regular,bad,summer,bad,weekend
low,UK,NaN,low,medium,low,regular,good,spring,bad,working
low,US,low,low,medium,low,regular,good,winter,good,weekend
low,Europe,low,low,low,low,regular,good,summer,good,NaN
high,Europe,low,low,medium,medium,regular,good,summer,good,working
low,US,low,low,low,medium,regular,bad,spring,bad,working
low,UK,low,medium,medium,medium,regular,bad,winter,bad,working
low,US,high,low,low,NaN,regular,bad,winter,bad,working
low,NaN,NaN,NaN,medium,low,regular,good,spring,bad,working
low,Europe,NaN,medium,medium,medium,regular,good,winter,good,weekend
high,Europe,low,low,low,medium,regular,good,summer,good,holiday
high,Europe,low,low,NaN,medium,increased,good,summer,good,working
low,Europe,low,medium,high,medium,regular,good,summer,good,working
low,Europe,low,low,low,low,regular,bad,spring,bad,working
low,US,low,NaN,high,medium,NaN,good,summer,good,holiday
low,Europe,low,low,low,medium,regular,bad,winter,bad,working
NaN,UK,low,NaN,low,medium,regular,bad,spring,good,working
NaN,Europe,low,low,low,medium,regular,good,summer,good,weekend
low,US,low,low,medium,medium,NaN,bad,fall,NaN,working
low,Europe,low,high,medium,medium,regular,bad,winter,NaN,working
low,Europe,low,NaN,low,medium,increased,bad,winter,bad,weekend
high,Europe,low,low,low,medium,regular,good,summer,good,working
high,Europe,low,NaN,NaN,medium,regular,good,summer,good,weekend
high,Europe,high,medium,high,low,regular,good,winter,good,NaN
NaN,Europe,low,high,low,medium,regular,good,spring,good,weekend
NaN,Europe,low,low,low,medium,regular,NaN,fall,good,working
low,UK,NaN,medium,high,medium,regular,bad,spring,good,NaN
low,Europe,NaN,low,low,low,regular,bad,spring,bad,working
low,US,low,low,low,low,regular,bad,winter,bad,working
low,Europe,low,low,low,medium,regular,good,summer,good,weekend
high,Europe,low,high,low,medium,regular,good,fall,good,working
low,Europe,low,medium,low,medium,regular,NaN,spring,bad,working
high,Europe,low,medium,medium,medium,regular,good,summer,good,working
high,Europe,low,medium,NaN,medium,regular,NaN,fall,good,working
high,US,low,low,low,low,regular,good,summer,good,weekend
high,Europe,low,low,low,medium,regular,good,summer,good,working
high,US,low,high,low,low,regular,good,fall,NaN,working
low,Europe,low,low,medium,low,regular,bad,winter,bad,working
high,US,low,low,NaN,medium,regular,good,fall,good,working
low,UK,low,NaN,high,medium,regular,good,fall,good,working
low,Europe,low,low,low,low,regular,bad,summer,bad,working
high,US,NaN,NaN,medium,medium,regular,bad,summer,good,working
high,US,low,high,medium,medium,regular,good,summer,bad,working
low,UK,low,low,low,low,regular,good,winter,bad,working
NaN,UK,low,medium,high,low,regular,good,summer,good,weekend
high,US,low,low,low,medium,regular,bad,fall,bad,working
NaN,US,low,medium,medium,medium,regular,good,spring,good,weekend
low,Europe,low,medium,high,medium,regular,bad,winter,bad,weekend
low,Europe,low,medium,high,medium,regular,bad,spring,good,working
NaN,Europe,low,low,low,NaN,regular,good,spring,bad,working
high,UK,low,low,low,medium,regular,bad,winter,bad,working
high,Europe,low,low,medium,medium,regular,bad,fall,bad,working
low,Europe,low,medium,medium,medium,regular,bad,winter,bad,holiday
low,Europe,low,low,medium,low,regular,bad,spring,bad,working
high,Europe,low,low,low,medium,regular,good,spring,good,working
low,Europe,low,medium,high,medium,regular,good,spring,good,working
low,Europe,low,low,high,medium,regular,bad,fall,NaN,weekend
high,US,low,low,low,medium,regular,NaN,fall,good,weekend
low,Europe,low,medium,NaN,NaN,NaN,good,spring,good,working
low,US,low,low,NaN,medium,regular,good,summer,good,working
high,US,low,low,low,low,regular,good,fall,good,weekend
high,Europe,low,NaN,medium,low,regular,good,fall,good,NaN
high,US,low,low,low,low,regular,good,winter,bad,working
high,Europe,low,low,low,NaN,regular,bad,winter,bad,working
low,US,high,high,high,medium,regular,bad,fall,bad,working
low,Europe,NaN,low,low,low,regular,bad,winter,bad,working
NaN,UK,high,low,low,medium,regular,bad,spring,bad,working
low,UK,low,low,low,low,regular,bad,winter,bad,working
high,US,low,low,low,medium,regular,good,winter,bad,working
high,US,low,low,low,medium,regular,good,winter,NaN,working
low,Europe,low,low,medium,low,regular,NaN,fall,bad,working
low,US,NaN,low,low,medium,regular,good,spring,bad,working
low,US,NaN,medium,low,low,regular,good,summer,good,working
high,US,low,low,NaN,low,regular,bad,spring,bad,working
low,Europe,low,medium,high,medium,regular,NaN,summer,good,NaN
high,UK,low,high,low,low,NaN,good,fall,good,working
low,US,low,high,medium,low,regular,bad,spring,bad,working
high,Europe,low,low,low,low,regular,good,fall,good,working
high,UK,low,low,low,NaN,regular,good,spring,good,working
low,Europe,low,medium,NaN,medium,regular,good,summer,bad,weekend
low,Europe,low,high,medium,medium,regular,good,summer,good,working
low,NaN,low,high,low,medium,regular,bad,winter,bad,weekend
NaN,Europe,low,low,medium,medium,regular,bad,spring,bad,weekend
low,Europe,low,NaN,medium,low,regular,good,winter,bad,working
low,NaN,low,low,low,medium,NaN,good,fall,good,working
NaN,Europe,low,medium,high,medium,regular,good,NaN,good,weekend
low,US,low,low,low,medium,regular,bad,winter,bad,weekend
high,UK,low,high,high,low,regular,good,summer,good,weekend
high,Europe,high,high,medium,medium,regular,good,NaN,NaN,working
low,Europe,NaN,low,medium,medium,regular,good,summer,good,weekend
high,Europe,low,high,medium,medium,regular,bad,winter,bad,working
high,Europe,low,medium,low,medium,regular,good,spring,good,working
low,UK,low,low,medium,low,regular,bad,winter,bad,NaN
low,US,low,medium,low,medium,regular,bad,summer,bad,working
NaN,US,low,NaN,medium,low,regular,good,summer,good,working
low,UK,low,low,medium,medium,NaN,bad,summer,bad,weekend
low,Europe,low,NaN,low,medium,regular,good,NaN,good,working
high,Europe,high,low,low,low,regular,bad,summer,good,weekend
high,Europe,high,low,low,low,regular,bad,summer,good,working
low,US,low,low,low,medium,regular,good,spring,good,working
low,Europe,low,medium,low,low,NaN,bad,winter,bad,weekend
low,NaN,low,low,low,medium,regular,bad,fall,bad,working
high,Europe,high,NaN,low,low,regular,good,fall,good,working
high,UK,low,low,NaN,low,regular,good,fall,good,working
high,US,low,medium,low,low,NaN,bad,winter,bad,working
high,Europe,low,low,low,medium,regular,NaN,fall,good,working
high,Europe,low,low,low,medium,regular,good,NaN,good,working
high,UK,low,high,medium,medium,regular,good,summer,good,working
low,NaN,NaN,medium,low,medium,regular,good,spring,NaN,working
high,Europe,low,low,low,low,increased,good,NaN,good,weekend
high,Europe,low,NaN,low,medium,regular,good,NaN,good,working
low,US,low,medium,medium,medium,regular,bad,winter,bad,working
low,UK,low,low,low,medium,regular,good,spring,good,weekend
low,NaN,NaN,high,high,NaN,NaN,good,fall,good,working
low,US,low,medium,medium,medium,regular,bad,spring,good,working
high,Europe,low,high,high,medium,regular,bad,summer,good,working
low,UK,low,low,low,medium,regular,bad,fall,good,working
low,UK,low,high,high,NaN,regular,NaN,fall,good,working
low,Europe,low,medium,high,medium,regular,good,spring,good,working
high,Europe,high,high,NaN,medium,regular,bad,winter,bad,working
low,US,low,medium,medium,medium,regular,bad,fall,bad,working
high,Europe,low,medium,low,medium,NaN,good,summer,good,weekend
high,US,NaN,low,low,low,regular,bad,fall,NaN,working
high,US,low,low,low,low,regular,good,NaN,good,weekend
low,US,low,high,NaN,medium,regular,bad,winter,bad,working
low,Europe,NaN,medium,high,low,regular,good,NaN,bad,working
low,Europe,low,medium,NaN,low,regular,good,summer,good,working
low,UK,low,low,medium,medium,regular,good,spring,good,working
low,Europe,low,NaN,low,medium,regular,bad,winter,good,working
low,Europe,NaN,medium,NaN,medium,regular,good,spring,good,working
low,Europe,low,low,low,medium,regular,NaN,spring,good,working
low,NaN,low,low,low,low,regular,bad,NaN,bad,working
low,Europe,low,low,medium,low,regular,good,spring,NaN,weekend
low,UK,low,medium,low,medium,regular,bad,NaN,bad,working
low,Europe,low,low,low,low,regular,good,winter,good,weekend
high,UK,low,medium,low,low,regular,bad,spring,bad,weekend
low,US,low,low,low,medium,regular,bad,fall,bad,working
high,US,low,low,low,medium,regular,good,summer,bad,working
high,UK,low,low,low,medium,regular,good,spring,good,weekend
low,Europe,low,medium,medium,medium,regular,good,fall,good,NaN
high,UK,low,NaN,medium,medium,regular,good,spring,good,weekend
high,Europe,low,low,medium,low,regular,bad,fall,bad,working
low,UK,NaN,medium,low,medium,regular,good,summer,good,working
low,Europe,low,medium,high,medium,NaN,bad,winter,bad,working
NaN,US,low,medium,low,medium,increased,good,summer,NaN,NaN
high,UK,low,medium,medium,medium,regular,good,fall,good,working
low,Europe,low,medium,NaN,medium,regular,good,fall,bad,working
low,US,low,NaN,low,medium,regular,bad,winter,bad,working
high,US,low,low,low,low,regular,good,spring,NaN,working
low,US,low,low,low,medium,NaN,bad,winter,bad,weekend
low,Europe,low,low,low,medium,increased,good,fall,good,weekend
NaN,UK,low,low,low,medium,regular,bad,spring,bad,working
low,NaN,low,low,low,low,regular,good,winter,bad,weekend
low,Europe,low,medium,low,medium,regular,good,summer,good,working
low,Europe,low,low,medium,low,regular,good,winter,bad,weekend
low,Europe,low,medium,NaN,medium,increased,bad,winter,NaN,NaN
low,UK,low,low,low,low,regular,bad,spring,good,weekend
NaN,Europe,low,low,low,medium,regular,NaN,NaN,NaN,weekend
NaN,Europe,low,medium,low,medium,regular,bad,winter,good,working
high,US,low,low,NaN,medium,regular,good,summer,good,holiday
NaN,Europe,low,low,low,medium,regular,good,spring,good,working
high,US,low,high,high,medium,regular,good,summer,good,working
low,Europe,low,high,high,medium,regular,bad,fall,good,working
low,US,high,high,medium,medium,increased,bad,NaN,bad,working
high,UK,low,low,NaN,medium,regular,good,fall,good,working
high,Europe,low,NaN,low,medium,regular,bad,summer,good,working
high,US,low,medium,medium,medium,regular,good,summer,good,working
low,US,low,low,medium,low,regular,good,fall,good,weekend
high,UK,low,low,low,low,regular,good,spring,good,weekend
low,UK,low,low,low,medium,regular,bad,winter,bad,NaN
high,Europe,NaN,low,low,low,regular,good,winter,bad,holiday
high,Europe,low,medium,high,medium,increased,good,summer,bad,working
low,US,low,high,high,medium,regular,bad,summer,bad,working
low,Europe,low,high,high,medium,regular,bad,NaN,good,working
high,UK,high,high,high,NaN,regular,good,fall,bad,working
high,Europe,NaN,medium,high,low,increased,bad,fall,bad,weekend
high,US,low,NaN,medium,medium,regular,good,spring,good,weekend
NaN,Europe,NaN,low,low,medium,NaN,good,summer,good,working
low,Europe,NaN,high,NaN,medium,regular,bad,spring,bad,NaN
high,Europe,low,low,low,medium,regular,good,summer,good,working
low,Europe,low,low,low,medium,regular,good,NaN,bad,working
low,US,low,medium,low,low,regular,bad,winter,bad,working
low,NaN,low,medium,high,medium,regular,NaN,winter,bad,working
low,Europe,low,medium,medium,NaN,regular,bad,fall,bad,holiday
low,NaN,NaN,low,low,low,regular,good,winter,good,working
NaN,Europe,low,NaN,medium,low,regular,bad,summer,good,weekend
high,Europe,low,medium,high,medium,increased,good,fall,bad,working
low,NaN,low,low,low,medium,regular,good,spring,good,working
low,Europe,low,medium,high,medium,regular,good,summer,good,working
low,US,low,low,low,medium,increased,bad,NaN,bad,working
high,US,NaN,NaN,low,medium,increased,NaN,summer,bad,weekend
high,Europe,high,high,high,medium,regular,bad,spring,bad,working
high,UK,low,NaN,low,medium,increased,good,NaN,NaN,working
high,NaN,low,low,NaN,low,regular,bad,fall,NaN,NaN
high,Europe,low,low,medium,NaN,regular,good,fall,NaN,weekend
high,Europe,low,low,low,medium,regular,good,fall,good,working
low,Europe,low,medium,low,medium,regular,bad,spring,bad,weekend
high,Europe,NaN,medium,low,medium,regular,NaN,fall,good,working
low,US,low,NaN,low,low,regular,bad,spring,bad,working
high,UK,low,NaN,high,NaN,regular,NaN,summer,good,weekend
low,UK,low,low,low,medium,regular,good,NaN,good,working
high,Europe,NaN,high,high,medium,regular,bad,spring,bad,working
NaN,UK,low,low,low,low,regular,bad,spring,bad,working
low,US,low,medium,medium,low,regular,bad,winter,bad,NaN
high,Europe,high,medium,high,medium,regular,good,fall,good,working
low,UK,high,NaN,high,NaN,regular,bad,NaN,NaN,working
high,Europe,NaN,low,low,low,NaN,NaN,spring,good,weekend
high,US,low,low,medium,medium,increased,good,fall,good,working
high,Europe,low,low,low,NaN,regular,good,NaN,good,working
low,Europe,low,low,low,low,regular,bad,winter,bad,working
high,Europe,low,low,low,low,regular,NaN,summer,good,weekend
high,US,low,NaN,medium,medium,NaN,good,spring,good,working
low,UK,low,medium,medium,medium,regular,good,fall,good,working
low,Europe,low,low,low,medium,regular,bad,winter,bad,working
low,UK,low,high,medium,medium,regular,bad,winter,bad,working
low,Europe,NaN,low,NaN,low,regular,good,winter,good,weekend
high,Europe,low,medium,low,medium,regular,good,spring,good,working
low,Europe,low,NaN,low,medium,regular,good,spring,bad,working
low,UK,NaN,high,high,medium,regular,bad,winter,bad,working
high,Europe,NaN,low,low,medium,regular,good,summer,good,working
high,UK,NaN,low,medium,low,regular,good,NaN,good,NaN
NaN,Europe,low,medium,NaN,medium,regular,bad,winter,bad,NaN
high,Europe,NaN,low,low,low,regular,good,winter,good,working
low,UK,NaN,low,low,medium,regular,good,summer,NaN,weekend
NaN,Europe,low,low,low,NaN,regular,good,fall,NaN,weekend
high,UK,low,low,low,NaN,regular,NaN,winter,bad,working
low,Europe,low,low,medium,medium,regular,good,summer,good,working
low,Europe,low,low,low,medium,regular,NaN,spring,bad,working
high,Europe,high,medium,medium,NaN,regular,good,summer,good,weekend
low,Europe,low,low,medium,low,regular,bad,spring,bad,working
high,UK,low,high,medium,medium,regular,bad,fall,bad,NaN
low,NaN,low,low,low,medium,regular,NaN,winter,bad,weekend
low,Europe,low,low,low,medium,regular,good,spring,bad,working
low,NaN,low,low,low,low,regular,bad,spring,NaN,working
low,NaN,low,medium,medium,medium,regular,bad,summer,good,NaN
low,UK,low,low,medium,low,regular,bad,spring,bad,working
high,NaN,low,low,low,medium,regular,bad,NaN,bad,weekend
low,Europe,NaN,low,low,low,regular,bad,fall,bad,weekend
low,UK,low,low,low,medium,regular,bad,winter,bad,working
low,Europe,low,low,low,medium,regular,good,fall,good,working
high,US,low,medium,medium,medium,regular,bad,winter,bad,weekend
high,NaN,low,low,low,medium,regular,good,summer,good,working
high,Europe,low,high,NaN,low,increased,good,summer,good,weekend
low,US,low,low,low,medium,regular,bad,spring,bad,weekend
low,US,low,low,NaN,medium,NaN,bad,winter,bad,NaN
high,Europe,low,low,medium,medium,regular,good,spring,good,weekend
low,Europe,low,low,high,medium,regular,NaN,summer,good,working
low,Europe,low,low,low,NaN,NaN,bad,winter,bad,working
NaN,Europe,low,low,low,medium,regular,good,summer,good,working
high,US,low,medium,low,medium,regular,good,summer,good,working
low,UK,low,high,NaN,NaN,regular,bad,spring,bad,working
high,NaN,low,low,low,NaN,regular,bad,NaN,NaN,working
low,US,NaN,high,high,low,increased,good,fall,good,working
low,Europe,low,low,medium,low,regular,bad,summer,bad,NaN
